GiftId,TripId
2406,1
4023,1
6246,1
6005,1
8173,1
5261,1
738,1
3049,1
7284,1
769,1
2451,1
6120,1
2113,1
1664,1
6979,1
1621,1
7624,1
3373,1
4850,1
5454,1
1892,1
6141,1
2997,1
7676,1
7228,1
2033,1
8247,1
5241,1
3438,1
6904,1
1100,1
5675,1
2232,1
1792,1
7688,1
3643,1
65,1
6733,1
5846,1
1603,1
1445,1
3970,1
4446,1
734,1
4977,1
4080,1
187,1
315,1
358,1
551,1
1493,1
1548,1
1577,1
1776,1
2110,1
2517,1
2632,1
2795,1
2799,1
3413,1
3587,1
3750,1
4433,1
5264,1
5290,1
5304,1
5316,1
5356,1
5633,1
5839,1
6080,1
6180,1
6250,1
6888,1
7684,1
7685,1
7874,1
8063,1
10477,2
12212,2
15324,2
10259,2
12837,2
12513,2
9686,2
15071,2
13615,2
13294,2
8475,2
8568,2
13056,2
9633,2
15802,2
14591,2
9121,2
9831,2
11888,2
9311,2
15939,2
15536,2
15821,2
9390,2
9416,2
14010,2
13568,2
9140,2
15964,2
10502,2
10938,2
15515,2
9574,2
15311,2
16047,2
11382,2
9246,2
9505,2
9650,2
13096,2
8696,2
10300,2
15074,2
12886,2
9373,2
10579,2
11717,2
10189,2
8700,2
9374,2
10278,2
11335,2
11703,2
12246,2
12794,2
13034,2
13561,2
14719,2
14730,2
14857,2
15046,2
15492,2
15651,2
16048,2
20302,3
17397,3
20455,3
19681,3
17467,3
20853,3
21826,3
21798,3
21158,3
19584,3
21663,3
19746,3
17156,3
18463,3
18984,3
19258,3
16989,3
18391,3
19943,3
20090,3
18073,3
18136,3
17148,3
20432,3
16099,3
20886,3
18101,3
22117,3
17727,3
19898,3
17477,3
18104,3
18125,3
18260,3
20705,3
18509,3
20274,3
19016,3
20837,3
18679,3
17238,3
21835,3
17091,3
20381,3
16232,3
16269,3
16431,3
16600,3
16805,3
17012,3
17203,3
17269,3
17552,3
17616,3
17630,3
17634,3
18155,3
18241,3
18692,3
18814,3
19323,3
19449,3
19480,3
19508,3
19632,3
19701,3
19876,3
20276,3
20507,3
20979,3
21300,3
21841,3
22121,3
27258,4
24679,4
25689,4
26004,4
27936,4
25464,4
23101,4
26605,4
23618,4
24413,4
28109,4
25739,4
27279,4
22488,4
24573,4
24767,4
27314,4
27652,4
28260,4
28609,4
27238,4
27186,4
28655,4
24229,4
25372,4
28365,4
24170,4
25835,4
23960,4
23792,4
25860,4
25472,4
23255,4
22270,4
26229,4
25927,4
27548,4
26932,4
24715,4
23093,4
27858,4
23316,4
27578,4
23192,4
22271,4
24087,4
23461,4
26103,4
22668,4
23115,4
23318,4
23429,4
23829,4
23906,4
23943,4
24039,4
24061,4
24155,4
24989,4
25038,4
25667,4
25846,4
25918,4
26875,4
27007,4
27378,4
27458,4
27466,4
27819,4
27938,4
28579,4
28641,4
29522,5
30082,5
29232,5
34370,5
34011,5
28898,5
34671,5
34351,5
34060,5
33446,5
33171,5
30899,5
29654,5
34042,5
34186,5
31551,5
33607,5
31494,5
32416,5
30180,5
31407,5
33663,5
29497,5
34901,5
34785,5
30209,5
30876,5
29084,5
31218,5
29173,5
30444,5
32710,5
30034,5
29741,5
29083,5
31362,5
28939,5
32537,5
29608,5
33206,5
33162,5
33853,5
34436,5
33322,5
29674,5
30556,5
30694,5
31185,5
31304,5
31568,5
31932,5
32289,5
33211,5
33395,5
33691,5
34419,5
34556,5
34584,5
34724,5
39387,6
36338,6
36025,6
40707,6
35006,6
41255,6
37058,6
38779,6
40344,6
35483,6
37417,6
36650,6
35288,6
35415,6
35851,6
39584,6
39956,6
36127,6
39917,6
37030,6
37774,6
37297,6
37143,6
41161,6
36894,6
38944,6
40681,6
39049,6
40130,6
40330,6
37837,6
36619,6
36374,6
35749,6
39188,6
37389,6
35677,6
41339,6
38175,6
39677,6
36645,6
35025,6
36356,6
40405,6
35284,6
35501,6
36116,6
36808,6
36820,6
37345,6
37940,6
38391,6
38801,6
38952,6
39096,6
39196,6
39251,6
39425,6
39786,6
40011,6
40331,6
40875,6
41020,6
41236,6
41419,6
46057,7
45378,7
42900,7
42241,7
41692,7
43360,7
42094,7
43255,7
45607,7
46959,7
44996,7
43440,7
43709,7
47503,7
43701,7
45501,7
48146,7
44381,7
44120,7
43076,7
47455,7
47348,7
44015,7
48061,7
44845,7
46565,7
46982,7
41941,7
48203,7
48037,7
46387,7
41740,7
41719,7
47740,7
46383,7
46082,7
44704,7
46080,7
46995,7
42445,7
46468,7
48314,7
47302,7
48343,7
47597,7
46797,7
47750,7
47552,7
42518,7
42475,7
44837,7
41603,7
41795,7
42611,7
42626,7
43079,7
43527,7
43797,7
44193,7
45002,7
45324,7
45325,7
46585,7
46971,7
47124,7
47360,7
48019,7
48069,7
48257,7
51338,8
55424,8
48379,8
55311,8
50068,8
52413,8
49658,8
54572,8
49031,8
49440,8
50382,8
53424,8
50526,8
53491,8
48505,8
52282,8
51583,8
55309,8
54111,8
51683,8
54013,8
55425,8
51178,8
49503,8
53878,8
54635,8
51573,8
54233,8
49656,8
52624,8
54803,8
52827,8
52808,8
54299,8
50123,8
53151,8
50832,8
51623,8
52025,8
51067,8
53575,8
54382,8
55136,8
49367,8
48563,8
54834,8
52303,8
49236,8
49649,8
50002,8
50297,8
50335,8
50781,8
51250,8
51290,8
51849,8
51927,8
52403,8
52584,8
53045,8
53076,8
53082,8
53189,8
53531,8
54326,8
54351,8
54441,8
54791,8
55178,8
55236,8
55414,8
58050,9
63610,9
58698,9
56280,9
57695,9
57109,9
58238,9
64005,9
61983,9
59186,9
58179,9
63088,9
59808,9
58303,9
59566,9
61376,9
58827,9
62751,9
57379,9
61939,9
61562,9
60061,9
57707,9
62237,9
62051,9
59528,9
59383,9
60216,9
56437,9
60984,9
56549,9
56860,9
64145,9
61516,9
55445,9
62918,9
63149,9
61011,9
58935,9
63756,9
58216,9
57211,9
55952,9
62736,9
55708,9
57212,9
59665,9
62278,9
64034,9
56473,9
55467,9
55961,9
56139,9
56559,9
56583,9
56832,9
57111,9
57322,9
57397,9
58403,9
58542,9
59258,9
59518,9
59709,9
60028,9
60070,9
60084,9
60105,9
60273,9
60667,9
61422,9
61555,9
61745,9
62314,9
62964,9
62968,9
62987,9
63366,9
63512,9
64114,9
68788,10
68122,10
67547,10
68189,10
67371,10
65428,10
67655,10
68268,10
64162,10
67933,10
69329,10
68499,10
67904,10
66520,10
66234,10
68952,10
64241,10
67568,10
68586,10
65834,10
65704,10
67040,10
68840,10
68585,10
65528,10
68513,10
66252,10
65365,10
65283,10
67044,10
67430,10
69254,10
64377,10
64247,10
65570,10
66850,10
66844,10
64335,10
68919,10
64685,10
66640,10
66802,10
68556,10
68824,10
64267,10
64351,10
64414,10
64727,10
64857,10
65594,10
65904,10
65940,10
66055,10
66207,10
66575,10
66613,10
66633,10
66799,10
67715,10
67915,10
68067,10
68352,10
68533,10
68937,10
69084,10
69217,10
71426,11
73411,11
70128,11
75669,11
70854,11
69445,11
73033,11
71857,11
71688,11
72544,11
71448,11
69518,11
73090,11
70013,11
70070,11
71221,11
70891,11
71262,11
71320,11
74481,11
74697,11
69395,11
75747,11
73324,11
74730,11
74703,11
73827,11
71580,11
71075,11
73453,11
71437,11
70489,11
70924,11
71628,11
73641,11
74731,11
75607,11
75733,11
72662,11
70602,11
70101,11
70982,11
71222,11
71386,11
71458,11
71652,11
72057,11
72225,11
72283,11
72529,11
72695,11
73060,11
73249,11
73282,11
73865,11
74486,11
75140,11
75164,11
75265,11
77778,12
81519,12
77679,12
80657,12
78219,12
79893,12
81266,12
76554,12
82358,12
78702,12
80533,12
76664,12
82392,12
76502,12
79507,12
82298,12
76990,12
81959,12
80566,12
75839,12
82624,12
77362,12
78901,12
77536,12
82387,12
80234,12
81300,12
75970,12
77829,12
78583,12
77295,12
77085,12
82107,12
76261,12
78331,12
82549,12
75960,12
81948,12
82575,12
78207,12
76202,12
78749,12
78009,12
77415,12
78498,12
76510,12
76359,12
80708,12
75879,12
75918,12
76358,12
76603,12
77010,12
77356,12
77432,12
77858,12
77875,12
78162,12
78178,12
78639,12
78758,12
78937,12
79172,12
79246,12
79258,12
79718,12
80223,12
80605,12
80710,12
81001,12
81012,12
81179,12
81851,12
81999,12
82230,12
82402,12
82500,12
82819,12
88010,13
89683,13
86041,13
88314,13
83474,13
83685,13
87123,13
88617,13
89432,13
86661,13
83748,13
85748,13
85111,13
83751,13
85712,13
84196,13
84397,13
82837,13
86426,13
89124,13
83807,13
89484,13
88115,13
84104,13
84641,13
87637,13
88390,13
83637,13
86929,13
88840,13
84323,13
87670,13
88425,13
87167,13
88409,13
87682,13
88799,13
88528,13
86096,13
85768,13
86131,13
84684,13
85858,13
83766,13
84541,13
88869,13
87672,13
89414,13
84278,13
85455,13
86894,13
86716,13
83199,13
83705,13
83845,13
84326,13
84417,13
85203,13
85825,13
85958,13
86039,13
86981,13
87007,13
87033,13
87529,13
87568,13
87659,13
87733,13
88333,13
88900,13
89516,13
89591,13
89701,13
89991,14
91871,14
91208,14
91693,14
95133,14
94999,14
95183,14
91460,14
93205,14
93347,14
90776,14
90024,14
93030,14
95152,14
94532,14
93491,14
91818,14
94989,14
90990,14
92829,14
92739,14
94356,14
91096,14
90963,14
91847,14
91975,14
92077,14
91432,14
93567,14
91528,14
93430,14
93749,14
90318,14
95620,14
94334,14
93427,14
90537,14
91178,14
92688,14
95114,14
95570,14
92547,14
90587,14
90529,14
90428,14
90627,14
91235,14
91409,14
91615,14
91785,14
91857,14
92301,14
92746,14
92982,14
93024,14
93044,14
93286,14
94147,14
94791,14
96470,15
99106,15
95807,15
99465,15
96623,15
96643,15
96994,15
98049,15
96860,15
96288,15
99988,15
98123,15
97847,15
95687,15
98283,15
99655,15
98492,15
99391,15
97347,15
96031,15
97803,15
