GiftId,TripId
4050,1
4296,1
121,1
264,1
2070,1
3775,1
3658,1
3072,1
2992,1
4525,1
4174,1
3323,1
3939,1
1237,1
626,1
3321,1
1497,1
1062,1
1214,1
2560,1
151,1
2296,1
4366,1
3615,1
4884,1
2297,1
267,1
1259,1
771,1
2313,1
3997,1
12,1
1033,1
2773,1
3384,1
2698,1
2929,1
4351,1
1675,1
2495,1
4673,1
3955,1
3573,1
4885,1
2730,1
1758,1
4055,1
2129,1
4201,1
5045,1
89,1
172,1
367,1
417,1
637,1
660,1
930,1
1723,1
1730,1
1748,1
2012,1
2807,1
2838,1
2917,1
2945,1
3157,1
3415,1
3529,1
3541,1
3864,1
4508,1
4623,1
4732,1
4821,1
5276,2
8800,2
8040,2
5631,2
6343,2
8583,2
9128,2
6852,2
7790,2
7886,2
9123,2
6325,2
9060,2
7113,2
9566,2
5793,2
7465,2
6392,2
9188,2
9108,2
6310,2
7283,2
7336,2
6147,2
5247,2
8752,2
5085,2
8179,2
6235,2
7443,2
7737,2
9297,2
9097,2
8361,2
8380,2
7514,2
8293,2
5801,2
7518,2
8036,2
5499,2
6597,2
5337,2
5513,2
5858,2
5925,2
6284,2
6377,2
6400,2
6479,2
6972,2
7048,2
7132,2
7604,2
8213,2
8278,2
8349,2
8597,2
8642,2
8754,2
8949,2
9222,2
9270,2
9279,2
9288,2
10299,3
10834,3
11645,3
12826,3
10589,3
11331,3
12625,3
12844,3
11465,3
10806,3
12062,3
10073,3
9692,3
12878,3
10381,3
13621,3
10646,3
10717,3
11976,3
9605,3
12045,3
10793,3
10885,3
10661,3
13648,3
9728,3
11933,3
12507,3
11555,3
11083,3
13148,3
12475,3
12032,3
10120,3
12326,3
11113,3
13291,3
13277,3
13194,3
13637,3
10769,3
10830,3
11245,3
11615,3
11657,3
11852,3
12028,3
12039,3
12055,3
12217,3
12350,3
12443,3
12609,3
12610,3
12701,3
12704,3
13288,3
13445,3
13771,3
13807,3
15587,4
15418,4
17372,4
13861,4
14039,4
13811,4
15151,4
17437,4
15431,4
13879,4
17180,4
13949,4
15648,4
15653,4
16867,4
17576,4
15341,4
16888,4
16032,4
17466,4
15396,4
14983,4
17719,4
16216,4
17183,4
16965,4
15786,4
15411,4
16638,4
14699,4
15135,4
14175,4
15076,4
15736,4
15738,4
16056,4
16584,4
17958,4
14059,4
17543,4
16652,4
16572,4
14692,4
17586,4
17112,4
17851,4
14270,4
14455,4
14565,4
14703,4
15730,4
16147,4
16169,4
16442,4
16475,4
16858,4
17182,4
17320,4
17400,4
17561,4
17856,4
21882,5
23082,5
18322,5
18116,5
21801,5
20604,5
19995,5
21429,5
22738,5
19202,5
22836,5
22984,5
21233,5
23450,5
21643,5
18961,5
21834,5
20982,5
21551,5
20003,5
18455,5
21920,5
18674,5
18786,5
23290,5
23360,5
23489,5
20971,5
18816,5
19490,5
18837,5
20332,5
18888,5
19255,5
19500,5
20059,5
22069,5
19724,5
20446,5
21613,5
21924,5
21089,5
23323,5
22222,5
22010,5
21503,5
19673,5
18383,5
18944,5
19239,5
19529,5
19663,5
19725,5
19727,5
20399,5
20646,5
21021,5
21524,5
21559,5
21990,5
22377,5
22725,5
22830,5
23004,5
23059,5
23184,5
23439,5
25185,6
26120,6
27573,6
25545,6
24843,6
27669,6
24595,6
25322,6
27592,6
28512,6
25380,6
24371,6
25135,6
24317,6
24680,6
27120,6
27522,6
24119,6
27695,6
28284,6
23496,6
28461,6
28348,6
26549,6
28656,6
27221,6
27561,6
27168,6
27205,6
25814,6
24871,6
24103,6
26625,6
27225,6
24283,6
27109,6
28079,6
26929,6
28417,6
27853,6
25910,6
24994,6
24056,6
27034,6
24006,6
25148,6
24504,6
24347,6
26442,6
24164,6
23532,6
23549,6
25189,6
25358,6
25483,6
25540,6
25890,6
26035,6
26049,6
26059,6
26343,6
26408,6
26521,6
26700,6
26968,6
27990,6
28000,6
28253,6
28296,6
32235,7
33120,7
33734,7
31926,7
32848,7
33248,7
28688,7
29572,7
29606,7
28900,7
29039,7
29569,7
31869,7
33256,7
30563,7
30304,7
34093,7
31259,7
29196,7
31642,7
32709,7
30875,7
30807,7
31892,7
32623,7
33517,7
34151,7
33520,7
34018,7
31844,7
33927,7
32760,7
31435,7
31004,7
32566,7
30794,7
29170,7
31219,7
31738,7
29266,7
30625,7
31469,7
28716,7
28788,7
29588,7
29598,7
29686,7
29863,7
29878,7
29994,7
30054,7
30151,7
30196,7
30652,7
30688,7
31135,7
31199,7
31356,7
31388,7
31657,7
31784,7
31823,7
32109,7
32196,7
32361,7
32441,7
32508,7
32821,7
33409,7
33898,7
33923,7
34084,7
37082,8
37432,8
37591,8
34203,8
34493,8
36031,8
37758,8
37651,8
35359,8
34805,8
35095,8
38228,8
36961,8
34774,8
34232,8
36029,8
36701,8
38232,8
38735,8
35980,8
35093,8
35240,8
37698,8
38193,8
34454,8
34460,8
36574,8
38665,8
35709,8
37792,8
38395,8
35612,8
38817,8
35042,8
37175,8
35454,8
34558,8
35843,8
37955,8
36354,8
35209,8
37490,8
36181,8
36840,8
36716,8
34310,8
34354,8
34553,8
34741,8
35382,8
35629,8
35644,8
35716,8
35727,8
36700,8
37406,8
37600,8
37795,8
38121,8
38372,8
38601,8
43056,9
40953,9
40216,9
41124,9
43861,9
43319,9
39140,9
39166,9
38835,9
39886,9
42259,9
41254,9
41469,9
43225,9
40794,9
42097,9
39740,9
42994,9
40579,9
38973,9
40384,9
43740,9
41767,9
43333,9
43604,9
41643,9
41411,9
40314,9
39577,9
44044,9
41937,9
43357,9
39979,9
39192,9
43483,9
40948,9
42554,9
39358,9
43901,9
41293,9
42232,9
43869,9
41919,9
42389,9
39501,9
39688,9
39829,9
40106,9
40277,9
40292,9
40354,9
40594,9
40691,9
40694,9
41025,9
41535,9
41813,9
42299,9
42301,9
42330,9
42542,9
42730,9
42732,9
42887,9
43144,9
43262,9
43298,9
43362,9
43373,9
43400,9
43463,9
43614,9
43747,9
43929,9
43952,9
45549,10
50182,10
45090,10
46343,10
47269,10
46344,10
47173,10
46309,10
47276,10
48941,10
48720,10
47609,10
44830,10
44251,10
50269,10
46092,10
47464,10
48192,10
45475,10
48873,10
46977,10
49040,10
49927,10
45838,10
44999,10
49701,10
49960,10
49352,10
44925,10
48584,10
48479,10
49090,10
46169,10
47495,10
50107,10
44753,10
50276,10
46893,10
49977,10
45157,10
47055,10
46813,10
45654,10
45912,10
48409,10
47121,10
46471,10
45069,10
48835,10
44355,10
48999,10
44366,10
44573,10
44656,10
45826,10
46120,10
46376,10
47731,10
48028,10
48335,10
48579,10
49019,10
49244,10
49401,10
49462,10
49725,10
49921,10
50134,10
50438,10
50492,10
52637,11
56125,11
52662,11
52556,11
53337,11
53963,11
54495,11
54491,11
55622,11
50660,11
53641,11
53969,11
52824,11
55840,11
52818,11
51783,11
53906,11
55558,11
51771,11
55694,11
54475,11
50703,11
53274,11
51492,11
52843,11
53850,11
55501,11
54523,11
53940,11
52988,11
55027,11
51166,11
52775,11
55300,11
54472,11
52525,11
50903,11
55021,11
50959,11
53443,11
52855,11
52201,11
53393,11
50834,11
54993,11
54389,11
53271,11
54751,11
51741,11
50708,11
50702,11
50804,11
51073,11
51300,11
51629,11
52460,11
52931,11
53005,11
53650,11
53663,11
54014,11
54113,11
54264,11
54291,11
54298,11
54595,11
54913,11
55144,11
55411,11
55437,11
55477,11
55832,11
56294,12
58422,12
60078,12
60229,12
58597,12
58489,12
59077,12
56714,12
59003,12
59863,12
58209,12
59798,12
58538,12
57698,12
59080,12
57592,12
56748,12
59931,12
56933,12
58779,12
58426,12
57108,12
60254,12
60735,12
59918,12
57802,12
57711,12
57603,12
59493,12
56187,12
56720,12
60162,12
56210,12
56732,12
58942,12
58470,12
59010,12
59056,12
57762,12
60599,12
56555,12
57398,12
56594,12
57918,12
56890,12
60294,12
56198,12
56269,12
56463,12
56837,12
56914,12
57191,12
57393,12
57402,12
57405,12
57669,12
58327,12
58839,12
58869,12
59266,12
59292,12
59618,12
60308,12
64166,13
64529,13
64650,13
65554,13
62479,13
65484,13
64317,13
65427,13
63726,13
62356,13
61640,13
63052,13
65467,13
65670,13
65230,13
63965,13
61936,13
65267,13
64862,13
65707,13
65606,13
65295,13
65604,13
63955,13
61103,13
65598,13
64728,13
60780,13
61133,13
65072,13
62253,13
61916,13
62841,13
61559,13
63268,13
63571,13
64367,13
64092,13
61750,13
64286,13
62829,13
65448,13
62945,13
65665,13
63848,13
60933,13
62321,13
65237,13
61831,13
62861,13
61291,13
62389,13
62583,13
62609,13
62883,13
63019,13
63102,13
63810,13
64007,13
64013,13
64209,13
64497,13
64530,13
64858,13
64965,13
65101,13
65189,13
65508,13
65631,13
65687,13
69136,14
67232,14
68419,14
68270,14
66828,14
68049,14
67606,14
66903,14
69877,14
69091,14
69028,14
65823,14
68482,14
66578,14
67753,14
69580,14
68452,14
65827,14
65958,14
68596,14
66436,14
67494,14
66617,14
67161,14
69233,14
70138,14
68023,14
67556,14
67289,14
66515,14
66072,14
69678,14
66416,14
66130,14
68303,14
69379,14
68655,14
66654,14
68234,14
68245,14
69157,14
69845,14
69991,14
67361,14
67426,14
65873,14
66007,14
66123,14
66242,14
66427,14
66641,14
66650,14
67219,14
67237,14
67247,14
67290,14
67541,14
67603,14
67728,14
67774,14
67874,14
68025,14
68090,14
68479,14
68525,14
68721,14
69273,14
69416,14
69472,14
69477,14
76536,15
73824,15
70162,15
70153,15
75127,15
75686,15
72209,15
71212,15
74008,15
74198,15
72725,15
75399,15
74650,15
75898,15
74181,15
75950,15
75871,15
71865,15
74657,15
73862,15
74017,15
70438,15
73467,15
71388,15
71128,15
74451,15
75619,15
71135,15
71794,15
73404,15
75258,15
70505,15
71596,15
73153,15
74177,15
73441,15
70201,15
72099,15
72591,15
75128,15
74508,15
76199,15
71513,15
71850,15
75238,15
73524,15
75480,15
70266,15
70903,15
70994,15
71553,15
71708,15
71893,15
71922,15
72038,15
72053,15
72095,15
72481,15
72564,15
73099,15
73169,15
74236,15
74322,15
74494,15
74675,15
74726,15
74801,15
74948,15
75132,15
75751,15
75814,15
76210,15
76307,15
77698,16
80876,16
80839,16
78502,16
80538,16
77127,16
78566,16
78063,16
78684,16
79897,16
77892,16
79333,16
81039,16
79478,16
81027,16
79266,16
80272,16
77965,16
80619,16
79873,16
77106,16
76914,16
77394,16
77800,16
77040,16
80309,16
80012,16
80526,16
78913,16
78876,16
79716,16
80131,16
78785,16
77473,16
80634,16
77771,16
80920,16
78419,16
79666,16
79819,16
76571,16
76866,16
80483,16
76704,16
76822,16
76828,16
76967,16
77074,16
77612,16
77946,16
77968,16
78369,16
78746,16
78778,16
79036,16
79161,16
79250,16
79458,16
80057,16
80239,16
80406,16
80837,16
82960,17
84599,17
83345,17
82811,17
81155,17
81827,17
86491,17
81209,17
84493,17
82938,17
81318,17
82969,17
82590,17
84650,17
83610,17
83599,17
85233,17
86107,17
83694,17
82627,17
